Order,Property Id,DOF Gross Floor Area,Largest Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Use (All Water Sources) (kgal),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
8626,1160893,170513,166320,1997,1,100,64.6,66.8,14.2,0.2,796.5,4.79,40.86455,-73.82977,10,46201,4.921439715,6.680227129,1.566530411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12303,4962433,100000,116667,1900,1,100,60.3,61.7,9.6,0.3,,,,,,,5.126342102,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3930,3064593,151617,146620,1928,1,100,77.9,,15.3,0,,,40.752382,-73.972288,6,90,5.661918271,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13465,2974917,53500,53500,1959,1,100,46,47.5,8.3,0.2,,,,,,,3.875359021,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12643,2664073,83238,66204,1952,1,100,125.4,131,6.3,0.9,6269,94.69,,,,,5.957390567,8.743372131,4.550608398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4998,4939953,124009,188526,2007,1,100,63.3,63.3,8.6,0.3,8907.8,36.13,40.780515,-73.946184,8,152,6.096725058,9.094682576,3.587123545,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1925,3524906,173108,173108,1962,1,100,141,137.8,16.5,,4947.4,28.58,40.753178,-73.986043,5,113,,8.506617465,3.352707173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,4407830,169961,178459,1927,1,100,67,71.2,10.1,0.4,1970.4,11.04,40.723769,-73.996652,2,43,5.701780472,7.585991847,2.401525041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2758,2790739,101033,83299,1950,1,100,117.3,119.7,8.9,0.9,4614.7,50.63,40.765978,-73.976972,5,137,6.03691581,8.437002139,3.924544286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5952,4926246,53034,53044,1918,1,100,126.7,126.1,4.3,0.1,5053.8,95.28,40.838192,-73.945014,12,247,6.081762185,8.527895715,4.556819925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13504,2810984,163000,148000,1991,1,100,26,31.3,2.3,0.2,78.5,0.53,,,,,4.963543687,4.363098625,-0.634878272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6557,4950168,251049,415000,1941,1,100,32.9,33,1.9,0.3,,,,,,,6.501890091,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5380,2664355,98950,79040,1938,1,100,100.9,110.8,4.9,0,3035.6,38.41,40.796348,-73.972002,7,183,6.205365517,8.018164378,3.648317842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10845,2816001,201462,201462,1964,1,100,15.9,15.4,3.4,0,9391.8,46.62,40.637415,-73.972966,12,490,3.671224519,9.147592247,3.842029634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5712,2815905,55890,61367,1910,1,100,91.8,97.9,7.8,0.7,1169.4,17.62,40.81638,-73.939212,10,230,5.429784129,7.064246076,2.869034621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2387,2978398,61406,63744,1909,1,100,86.8,92.3,4.1,0,,,40.737835,-73.985032,6,50,5.826884672,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9711,2742022,57366,66927,1926,1,100,89.1,95.3,5,0.8,,,40.690223,-73.966238,2,195,5.539693686,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,4341128,224409,187008,1917,1,95,28.7,,,,2272.6,10.13,40.725021,-73.997132,2,49,,7.728679829,2.315501318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,5077509,540388,3800,2007,1,100,124.1,132,23.8,0.5,,,40.869429,-73.825737,10,46201,2.163323026,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4774,2667334,61300,65387,1928,1,100,71.3,,5,0,,,40.774567,-73.957941,8,140,5.557214088,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1460,3112854,121086,107179,1920,1,100,124.9,125.6,12.4,0.1,,,40.750047,-74.003844,4,99,6.444766985,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14838,3098815,206618,207000,2001,1,100,73.4,73,18.7,0.1,3044.9,14.71,40.611864,-74.175914,2,29102,4.634728988,8.021223339,2.688527535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11375,2658765,56640,56640,1943,1,100,89.8,94,3.8,0.8,2773.8,48.97,40.615347,-73.962133,14,768,5.453182077,7.9279735,3.891207866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5992,4666679,58167,59000,1912,1,100,82.9,82.4,3.4,,4344.7,73.64,40.843595,-73.941522,12,255,5.73431168,8.37671199,4.299188356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10915,4043798,89772,104734,1931,1,100,90.2,96.2,2.8,0.9,6355.5,60.68,40.616042,-73.989929,11,258,6.101215411,8.757075859,4.105614154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12543,2798261,95000,94990,1950,1,100,72.7,78.1,0.4,0.8,9529.3,100.32,,,,,5.883322388,9.162126542,4.608365077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6235,4836270,80600,84630,1939,1,100,85.8,93.1,3.6,0,2900.2,34.27,40.854188,-73.934792,12,271,6.135348417,7.972534979,3.534270336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11994,5823534,59022,59022,1962,1,100,36.5,36.3,9.3,0,405.4,6.87,,,,,2.564949357,6.004874234,1.927164106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11437,2676439,50400,58800,1931,1,100,57.8,,,0.5,2446.9,41.61,40.60958,-73.954573,15,552,5.049214776,7.802577196,3.728340523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7862,2644000,66660,66600,1954,1,100,81.4,85.6,3.5,0.7,468.5,7.03,40.867511,-73.888146,7,40502,5.497987562,6.149536102,1.950186706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12049,2782808,55576,55580,1916,1,100,25.8,29.4,2.4,0.2,181.4,3.26,,,,,3.958906591,5.200704538,1.181727195,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5241,2796441,98184,88837,1996,1,100,74.1,76,8.7,0.5,4026.8,45.33,40.799988,-73.938526,11,196,5.308762624,8.300727295,3.813969065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10487,5802581,64600,66538,1940,1,100,86.9,97.2,3.2,0.9,3073.7,46.2,40.656693,-73.95692,9,79601,5.583872178,8.030637327,3.832979798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8065,2750271,53700,55552,1962,1,100,94.2,100.2,4.4,0.9,5154.6,92.79,40.880718,-73.876617,7,431,5.44802964,8.547644799,4.530338875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4941,2721984,138304,139976,1972,1,100,82.8,89.6,5.7,0.7,6627.7,46.08,40.778643,-73.951169,8,14602,6.169401506,8.799013115,3.830379016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3488,4952594,60218,60220,2010,1,95,102.5,107.7,10.6,0.7,,,40.793008,-73.972968,7,179,5.345200952,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,4393123,481858,487562,1969,1,95,117.5,117.1,18.3,,11721.2,24.04,40.706452,-74.005594,1,1502,,9.369154447,3.17971911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12465,3520081,58280,67022,1941,1,100,64.6,68.5,2.6,0.6,2957.8,44.13,,,,,5.280662431,7.992201028,3.787139823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7920,4411817,93000,93000,1963,1,100,69.9,73.8,4.9,0.6,3294.2,35.42,40.876857,-73.885545,7,411,5.56375383,8.099918625,3.567276632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7636,3812305,68797,68000,1928,1,100,68.5,,4.5,0.5,,,40.865049,-73.902822,7,265,5.307277108,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8405,2809986,75133,75133,1936,1,100,91.6,97.2,4.1,0.1,,,40.85566,-73.869871,11,22401,6.043345169,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,4414974,657592,630395,1979,1,100,79,84.6,4.3,0.7,68959.2,109.39,40.711302,-73.989049,3,6,7.673781105,11.1412703,4.694919478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,2736140,97440,48710,1951,1,100,72.4,77.5,1.5,0.7,,,40.584138,-73.968833,13,37401,5.159629847,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5543,4358096,157728,157721,1963,1,90,108.5,113.7,6.5,0.1,,,40.813661,-73.941194,10,228,6.891422624,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10661,4410456,54776,56000,1964,1,100,87.6,93.2,4.1,0.8,3292.2,58.79,40.644441,-73.961148,14,514,5.381278887,8.099311313,4.073971772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14589,4013987,83682,86500,1963,1,100,96,103.9,4.9,0.9,8732,100.95,,,,,5.898800862,9.074749718,4.614625345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6654,2972869,141508,137712,1927,1,100,132.1,138.3,4.4,1.2,,,40.824233,-73.925919,4,63,6.776506992,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,4412184,89724,79804,1985,1,100,110.4,114.3,10.7,0.8,11820.2,121.47,40.719396,-74.00869,1,39,5.935158711,9.377565211,4.799667319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3656,3530262,62648,45690,1923,1,100,32.9,36.4,3.9,,1128.1,17.23,40.762495,-73.974323,5,11201,,7.028290081,2.846652051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,4896929,63587,74184,1926,1,100,172,180.6,15.6,0.5,11692.1,157.61,40.723127,-73.996782,2,43,6.366298612,9.366668679,5.060123627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2309,5849848,64598,65598,1979,1,100,69.8,69,7.6,0.2,2367.4,36.09,40.748882,-73.983524,5,82,5.236441963,7.769547586,3.586015819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2291,4543323,59523,64055,1900,1,100,37.9,38.5,9.1,0.1,3209.9,50.11,40.746816,-73.98364,5,74,3.135494216,8.073995063,3.914220589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8962,4954514,94420,94420,2010,1,100,100.6,101.5,17.3,0.4,6243.7,66.13,40.691599,-73.984379,2,15,5.342812606,8.739328234,4.191622502,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13133,4124778,88500,88500,1930,1,100,97.1,109.7,2.5,0.9,147.4,1.67,,,,,5.927992124,4.99314998,0.512823626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2847,3238504,72039,72038,1908,1,100,93.7,99.6,10,0.3,5341.7,74.15,40.7576,-73.989536,4,121,5.599162426,8.583299233,4.306090069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13844,2805422,157095,172805,1982,4,100,24.7,25.8,2.4,0.2,6781.1,39.24,,,,,5.025195445,8.82189461,3.669696635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1323,2739916,59615,59650,1900,1,100,48.9,47.9,8.3,0,382,6.4,,,,,4.467056884,5.945420609,1.85629799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,4395933,313991,289122,1906,1,95,51.6,53.4,8.1,0.3,,,40.721704,-74.011317,1,39,5.905361848,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1434,2689400,94622,94622,1913,1,100,50.1,47.3,13.9,0,302.6,3.2,40.74627,-74.00659,4,99,,5.712411801,1.16315081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13142,4405516,191661,90475,1957,1,100,51.2,53.6,5,0.2,373,3.71,,,,,5.395444077,5.92157842,1.311031877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,4040432,74792,77035,1911,1,100,73.1,79.2,9.8,0.2,680.6,8.84,40.738585,-73.99384,5,54,5.308762624,6.522974762,2.179286877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5776,4188731,63132,63132,1920,1,100,69.4,72.7,4.5,0.6,4125.3,65.34,40.829237,-73.940956,9,23501,5.199049365,8.324894023,4.179604406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10587,4411810,75312,75312,1937,1,100,69.9,74,3.2,0.6,,,40.651305,-73.957302,14,79602,5.459159892,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3303,2815696,70144,70144,1927,1,100,88.8,,5.4,0,4833.2,68.9,40.786044,-73.971097,7,173,5.903998521,8.483264053,4.232656178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4160,2739884,95380,116742,1891,1,100,177.1,185,20.8,0.3,,,40.764986,-73.972474,8,11401,6.750516503,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5231,5046818,60520,60520,2008,1,100,98.4,103.2,6.3,0.8,4102.3,67.78,40.809879,-73.936732,11,206,5.50003297,8.319303071,4.216267166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3099,2740672,347922,83031,1995,1,100,197.1,195.8,30.6,0,,,40.773832,-73.981417,7,153,1.740466175,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,2785927,262576,206442,1971,1,100,187.3,189.4,38.4,0.6,12179.4,59,40.735094,-73.991427,2,61,6.423409288,9.407501279,4.077537444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10962,2857447,63900,74550,1938,1,100,72.9,76.6,3.6,0.6,3157.5,42.35,40.630309,-73.991872,12,238,5.484796933,8.057535854,3.745968421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3511,2664621,123411,131124,1926,1,100,67.7,71.2,4,0,,,40.787887,-73.978593,7,171,6.26053703,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14053,2817368,217014,217014,1952,1,100,84.8,91.6,2.6,0,,,,,,,7.103157575,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4326,2806537,134342,118084,1908,1,100,88.4,94.2,7.6,0.7,,,40.766963,-73.964719,8,120,5.96229317,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3884,4407991,70125,61754,1930,1,100,88,95.7,6.7,,5598.8,90.66,40.760048,-73.969166,6,100,5.707110265,8.630307568,4.507116246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6156,3530612,52206,52206,1914,1,100,94.7,94.3,4.3,0,,,40.849667,-73.938787,12,265,5.738183901,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12851,4040473,100796,103819,1962,1,100,88.2,92.9,5.4,0.7,5420.9,52.22,,,,,5.938591058,8.598017132,3.955465563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13653,4751227,54600,54600,2007,1,100,58,63.5,4.8,0.5,2448,44.83,,,,,4.791649753,7.803026644,3.802877558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3888,2485934,59400,64449,1958,1,100,75.7,77.2,16,,1212.8,17.43,40.759952,-73.968892,6,11203,,7.100687015,2.85819286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
