Order,Property Id,DOF Gross Floor Area,Largest Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Use (All Water Sources) (kgal),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
8570,3577426,51354,51365,1928,1,100,81.8,81.8,4.7,0.1,8293.8,161.47,40.891095,-73.862044,12,408,5.498396978,9.023263527,5.084319367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6542,3512655,71070,76992,1928,1,100,86.3,91,5.7,0.7,7636.9,99.19,40.827884,-73.915595,4,173,5.604698516,8.940747041,4.597037203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,5027377,102824,102824,2012,1,100,48.8,50.4,5.6,0.3,48.2,0.47,40.754332,-73.992622,4,111,5.09681299,3.875359021,-0.755022584,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8055,2731796,115776,115766,1961,1,100,95.9,101.4,11,0.6,,,40.879687,-73.87795,7,421,5.884157694,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13482,2814673,148650,149000,1944,1,100,111.2,,,,2121.5,14.24,,,,,6.069582326,7.659878665,2.656054906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5780,2653484,55176,56831,1930,1,100,72.6,77.9,3.5,0.7,3311.6,58.27,40.823108,-73.947364,9,227,5.200704538,8.105186735,4.065087381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8100,5870894,71669,73102,2014,1,100,6.5,6.5,1.3,0,,,40.880733,-73.870701,12,435,2.041220329,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4287,2715836,218064,218064,1958,1,100,62.5,65.6,6.2,0,,,40.776097,-73.961616,8,142,2.219203484,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12194,2817506,140348,115313,1917,1,100,55.7,58,6.7,0.4,5929.4,38.02,,,,,5.610935924,8.687678306,3.638112337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7555,2805215,66474,73121,1927,1,100,66.1,65.6,4.2,0.5,6249.7,85.47,40.854216,-73.903481,5,23501,5.2907891,8.740288742,4.448165437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,2637895,111685,100369,1900,1,100,80.1,86.2,8.8,0.6,3487.3,31.22,40.711763,-74.006857,1,1501,5.691709893,8.156883077,3.441058915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7714,4926062,60000,60000,1927,1,100,185.7,194.8,3.7,0.9,7054.2,117.57,40.869889,-73.900858,8,26701,6.487684018,8.861378463,4.767033901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12513,2814469,128050,109606,1939,1,100,56.3,61.4,3.4,0.5,5281.2,48.18,,,,,5.557985693,8.571908624,3.874943997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,5857465,54800,54800,1900,1,100,139.1,139.9,27.8,0.5,916.6,16.73,40.722581,-73.99776,2,43,4.859812404,6.820671172,2.817203515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3892,2787757,62210,68308,1927,1,100,81.9,83,14.1,0.1,609351,8920.64,40.760564,-73.969386,6,11203,3.770459441,13.32014974,9.096122972,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13052,2805370,161250,177375,1951,1,100,64,67.7,3.7,0.5,8096.2,45.64,,,,,6.170238151,8.999150095,3.820784525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10686,2817713,80676,68336,1932,1,100,87.2,92.8,3.7,0.8,4104.8,50.88,40.642344,-73.959553,14,514,5.762051383,8.3199123,3.929469919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13681,2975736,74014,86349,1928,1,100,78.9,85.4,3.4,0.7,6813.2,78.9,,,,,5.720967299,8.826617186,4.368181228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11975,4406565,66469,51112,2007,1,90,53.5,,,,2880,56.35,40.584084,-73.93363,15,622,4.21508618,7.965545573,4.03158224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12572,4419453,95684,95684,1951,1,100,98.7,104.5,6.5,0.8,,,,,,,5.955837369,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10028,5050010,102695,102700,1984,1,100,76.2,81,4.6,0.7,6140.4,59.79,40.708637,-73.948486,1,511,5.797576354,8.722645166,4.090838423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7685,2939566,58212,67914,1927,1,100,88.1,93.4,3.6,0.8,7034.2,103.58,40.861533,-73.909739,7,257,5.604698516,8.858539246,4.640344261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14551,4178067,54000,54500,1981,1,100,101.7,109.2,0.2,0.9,,,,,,,5.486040973,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3675,2676430,777983,356791,2007,1,100,179.6,,30.4,,,,40.764155,-73.973951,5,11201,5.582744146,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4917,2715848,759187,456200,1923,1,100,157.6,171,12.3,0.1,,,40.781831,-73.94887,8,154,8.257126286,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8459,3995092,116200,106050,1960,1,100,120,132.2,5.5,0.1,8979.7,84.67,40.861391,-73.870243,11,33201,6.672918629,9.102721753,4.438761348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9540,4551257,52554,55181,1928,1,100,82.1,86.8,3.8,0.7,4623.7,83.79,40.665166,-73.930079,9,349,5.307772525,8.438950529,4.428313669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2263,2642566,614040,583972,1921,1,100,44.4,46.5,7.6,0,2366.8,3.99,40.746064,-73.986279,5,74,6.68123102,7.769294111,1.383791231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1649,2648547,173491,183249,1925,1,100,66.7,70.5,11.5,0,2797.6,14.77,40.747294,-73.997023,5,95,5.894127314,7.936517186,2.692598097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13302,4040772,156351,164168,1991,1,100,54.7,57.3,3.2,0.4,6157.3,37.51,,,,,5.946728653,8.725393649,3.624607564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6663,2660631,107500,107490,1927,1,100,69.1,72.8,4,0.6,13195.9,122.76,40.828908,-73.923092,4,195,5.749392986,9.487661454,4.81023123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8906,4907521,422950,196856,2015,1,95,70,71.4,8.4,0.4,,,40.702601,-73.992134,2,21,6.365782926,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12473,2856349,72460,40500,1950,1,100,112.8,121.3,10.6,0.9,658.2,16.25,,,,,5.084505143,6.489508837,2.788092909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6622,5857892,96126,96126,1927,1,100,115.6,123.9,5.1,1.1,7823.1,81.38,40.829305,-73.921346,4,18301,6.213407378,8.964836174,4.399129543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8915,2659155,63771,65020,2006,1,100,104.2,108.9,10.6,0.7,2480.5,38.15,40.702505,-73.989285,2,21,5.441984716,7.816215432,3.641525758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8159,3663467,57279,57279,2009,1,100,22.2,22.7,6.7,,12,0.21,40.827236,-73.843647,9,98,,2.48490665,-1.560647748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8751,2978811,65250,72085,1929,1,100,93.2,,4.9,0.1,5881.8,81.6,40.884118,-73.902269,8,285,5.975589198,8.679618116,4.401829262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731,2590256,146377,138439,1925,1,100,49.9,51.7,8.1,,2689.8,17.65,40.75423,-73.990468,5,113,5.487697288,7.89722212,2.870735783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11657,2739141,59145,59145,1949,1,100,93.6,97.4,4.2,0.8,,,40.59384,-73.957339,15,584,5.533784668,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2339,3108963,80797,82997,1920,1,100,132.7,136.8,23.3,0.1,3350.5,40.37,40.750688,-73.982059,5,82,5.693058511,8.116864867,3.698086935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,4924559,,80568,1952,2,100,116.7,124.6,6.1,1,,,,,,,6.011512242,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,2637859,1217600,1169840,1976,2,100,35.5,,3.3,0.2,,,40.714146,-73.997432,3,16,7.362391431,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,4998676,62409,62409,1922,1,100,93.4,92.8,5.8,,1965.1,31.49,40.733801,-73.995208,2,61,5.837730447,7.583298414,3.449670035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11713,2800714,75600,75600,1931,1,100,65.7,68.5,3.3,0.6,3643.5,48.19,40.633344,-73.953653,14,772,5.38907173,8.200700037,3.875151531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10949,2818326,54000,54000,1928,1,100,64.4,68,12.2,0.3,,,40.633057,-73.990593,12,236,4.182050143,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5531,5884641,51072,30644,1920,1,100,101.4,102,12.2,0.6,5041.2,98.71,40.802129,-73.949616,10,218,5.056245805,8.525399428,4.592186258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6080,4397382,52288,52288,1949,1,100,64.5,,,0.1,2779.5,53.16,40.853284,-73.932433,12,271,5.347107531,7.930026334,3.973306234,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11113,2817257,57600,57601,1940,1,100,96.2,104.1,5,0.9,2255.7,39.16,40.616996,-74.038646,10,54,5.486455309,7.721215625,3.667655818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4552,2718552,82608,82608,1941,1,100,66.1,70.3,7.6,0.4,2485,30.08,40.772968,-73.954195,8,134,5.160777953,7.818027939,3.403860499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9159,3127810,55196,55186,1981,1,100,37.2,37.2,6.1,0.2,714,12.94,40.673814,-74.010242,6,53,3.860729711,6.570882962,2.560323289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4217,2802830,115306,122995,1962,1,100,51,50.7,5.5,0,,,40.770884,-73.967385,8,122,1.740466175,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,4401446,109382,125674,2004,1,100,91.3,94.1,15.2,0.4,5680.5,44.15,40.721367,-74.008911,1,39,5.583872178,8.644794536,3.787592927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2285,4046111,57156,62156,1900,1,100,40.6,,1.4,0,2800.5,45.06,40.746758,-73.984539,5,74,5.126342102,7.937553252,3.807994935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12528,4414540,57888,57888,1951,1,100,96.8,101.4,5,0.8,,,,,,,5.519458915,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6280,2789693,83290,81361,1937,1,100,108.3,117.4,3.8,1,3799.4,46.7,40.874871,-73.911702,8,309,6.020052004,8.242598439,3.843744165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7646,2813359,67200,67200,1924,1,100,90.7,93.1,3.9,0.6,,,40.860924,-73.906598,7,255,5.725217755,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10480,4411811,77638,77638,1940,1,100,78.5,84.3,2.6,0.8,1628,20.97,40.65751,-73.955777,9,802,5.654242029,7.395107547,3.043092845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2364,2715957,64405,67625,1910,1,100,171.4,179.3,20.4,0.3,2385.5,35.28,40.73548,-73.98828,5,50,6.140100046,7.777164025,3.563316231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9103,5862906,141335,147352,1996,1,100,81.9,86.4,2.8,0.6,,,40.6884,-73.999106,6,49,6.407869595,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11599,4411942,623806,623806,1964,0,90,24.5,24.1,4.1,0.1,69068.9,110.72,40.580062,-73.969188,13,35602,5.801816215,11.14285984,4.707004492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2412,2825625,285499,294992,2009,1,100,56.3,59.1,5.2,0.4,18088.9,60.1,40.739298,-73.982823,6,68,6.422597402,9.803053769,4.096009842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3262,3541182,681783,676308,1950,1,100,71.4,74.9,3.4,0.6,,,40.781056,-73.984517,7,159,7.659737245,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,2811072,91000,83875,1930,1,100,87.9,94.2,11.8,0.1,,,40.744673,-73.989224,5,58,5.690021559,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12648,4408013,73800,75500,1950,1,100,93.4,98.8,5.6,0.8,5433.1,71.96,,,,,5.708770016,8.600265152,4.276110409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14623,2683331,144202,144202,1964,1,100,87.3,93.2,5.5,0.7,12376.7,85.83,,,,,6.258050656,9.423570952,4.452368596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12591,2689964,76278,76200,1965,1,100,153.4,152.8,5.3,1.2,5192.5,67.96,,,,,6.356454823,8.554970556,4.218919297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,4040427,77829,80163,1957,1,100,29.3,29.3,4.6,,2654.1,33.11,40.73407,-73.996983,2,63,4.383275854,7.883860893,3.499835352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8703,5767681,237800,261580,1953,1,100,116.6,123.7,4.4,1.1,,,40.878891,-73.918231,8,29302,7.249712446,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11476,3428369,88356,97192,1962,1,100,74.7,79.1,2.9,0.7,6029.6,62.04,40.605613,-73.95937,15,556,5.811140993,8.704435953,4.127779338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7529,3522994,51240,58926,1936,1,100,83.8,88.4,4.4,0.7,5850.6,99.29,40.859065,-73.896088,5,39902,5.365508616,8.674299499,4.598044861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4410,2669773,77953,79651,1947,1,100,69.9,,5.4,,4287.8,52.39,40.775289,-73.959703,8,140,5.609105428,8.36352906,3.958715733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4067,3956193,108558,116908,1961,1,100,69.7,73.5,5.4,0.2,,,40.759497,-73.963672,6,108,4.886582645,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7955,2812326,58232,58232,1938,1,100,71.9,77.2,3.4,0.5,,,40.871678,-73.891017,7,40701,5.330300412,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,2660909,65396,47510,1827,1,100,95.9,101.2,14.2,0.5,7918.6,129.31,40.70509,-74.010607,1,9,5.027164596,8.976969702,4.862212622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6731,4046420,92600,92590,1927,1,100,103.9,109.4,4.9,0.9,,,40.834234,-73.924535,4,193,6.057486343,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9291,4939780,97768,97768,1935,1,100,84.5,,4.5,0.7,2515,25.72,40.671695,-73.974275,6,157,5.88192866,7.830028083,3.247268899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5284,3289113,51456,51456,1904,1,100,77.5,77.5,4.6,,150,2.91,40.799677,-73.955112,10,216,5.462983988,5.010635294,1.068153081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
